Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
BUSINESS,,0,12M,Free,0,Everyone,Business,"April 16, 2018",3.07,4.0 and up
FAMILY,4.6,104676,2.6M,Free,0,Everyone,Education,"July 18, 2018",1.9.7,4.0 and up
TOOLS,,9,3.6M,Free,0,Everyone,Tools,"November 12, 2015",1.4,4.0 and up
BUSINESS,4.3,29313,20M,Free,0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up
GAME,4.8,230727,87M,Free,0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up
EDUCATION,4.2,642,Varies with device,Free,0,Everyone,Education,"June 5, 2018",Varies with device,Varies with device
BEAUTY,,30,9.9M,Free,0,Mature 17+,Beauty,"January 24, 2018",3.0,3.0 and up
NEWS_AND_MAGAZINES,,0,6.0M,Free,0,Everyone,News & Magazines,"June 24, 2018",7.8,4.1 and up
FAMILY,2.9,31596,31M,Free,0,Teen,Simulation,"December 23, 2016",1.5,2.3 and up
GAME,5.0,7,15M,Free,0,Everyone,Arcade,"September 27, 2017",1.1,4.2 and up
GAME,4.5,592504,Varies with device,Free,0,Everyone,Music,"August 3, 2018",5.13.007,4.1 and up
COMMUNICATION,3.9,97,598k,Free,0,Everyone,Communication,"May 15, 2015",1.0,2.2 and up
TOOLS,4.1,29,2.3M,Free,0,Everyone,Tools,"April 25, 2016",1.2,4.0.3 and up
BUSINESS,3.6,125,5.0M,Free,0,Everyone,Business,"December 28, 2015",2.0,2.3.3 and up
PHOTOGRAPHY,4.0,35724,9.9M,Free,0,Everyone,Photography,"February 11, 2015",1.40,4.0 and up
ENTERTAINMENT,4.0,319691,Varies with device,Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,5.0 and up
SOCIAL,4.2,1259894,76M,Free,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
ENTERTAINMENT,3.9,22378,19M,Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up
VIDEO_PLAYERS,4.2,104551,18M,Free,0,Everyone,Video Players & Editors,"December 19, 2017",1.0.10,2.2 and up
MEDICAL,4.3,2108,28M,Free,0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up
EDUCATION,4.5,14206,21M,Free,0,Everyone,Education,"July 26, 2018",1.16,3.0 and up
FAMILY,,0,Varies with device,Free,0,Everyone 10+,Strategy,"August 28, 2015",Varies with device,Varies with device
TOOLS,4.4,4934130,Varies with device,Free,0,Everyone,Tools,"June 11, 2018",Varies with device,Varies with device
FOOD_AND_DRINK,,3,4.7M,Free,0,Everyone,Food & Drink,"May 29, 2018",7.0 RELEASE,4.0.3 and up
SOCIAL,4.4,695576,Varies with device,Free,0,Everyone,Social,"August 2, 2018",Varies with device,Varies with device
COMICS,4.6,4895,35M,Free,0,Everyone,Comics,"August 2, 2018",2.4.25,4.4 and up
MEDICAL,3.5,214,68M,Paid,$33.99,Everyone,Medical,"October 2, 2017",2.1.35,4.0 and up
TOOLS,4.6,3703,3.8M,Free,0,Everyone,Tools,"August 5, 2018",4.1.4,4.2 and up
COMMUNICATION,4.0,56646578,Varies with device,Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
FAMILY,4.6,2736,Varies with device,Free,0,Everyone,Entertainment,"August 3, 2018",Varies with device,4.1 and up
FAMILY,,1,16M,Paid,$2.99,Everyone,Educational,"May 17, 2017",1.0.3,4.0 and up
COMMUNICATION,3.7,98,9.7M,Free,0,Everyone,Communication,"July 11, 2018",6.4.7,4.3 and up
TOOLS,4.0,327914,Varies with device,Free,0,Everyone,Tools,"April 11, 2018",Varies with device,Varies with device
VIDEO_PLAYERS,4.4,26421,Varies with device,Free,0,Everyone,Video Players & Editors,"May 30, 2018",3.4.5,4.1 and up
SHOPPING,4.4,210208,Varies with device,Free,0,Everyone,Shopping,"August 1, 2018",Varies with device,Varies with device
FAMILY,4.4,30,99M,Free,0,Everyone,Entertainment,"March 31, 2018",0.1,4.0 and up
LIFESTYLE,5.0,3,1.5M,Free,0,Everyone,Lifestyle,"November 15, 2014",1.1,2.2 and up
FAMILY,4.0,105954,43M,Free,0,Teen,Simulation,"June 5, 2018",1.7.3,4.1 and up
TRAVEL_AND_LOCAL,4.5,481546,29M,Free,0,Everyone,Travel & Local,"August 6, 2018",5.48,4.4 and up
VIDEO_PLAYERS,3.8,2093,Varies with device,Free,0,Everyone,Video Players & Editors,"February 3, 2015",Varies with device,Varies with device
GAME,4.7,59017,82M,Free,0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up
ENTERTAINMENT,4.5,1575,43M,Free,0,Everyone,Entertainment,"July 13, 2018",2.3.2,5.0 and up
BUSINESS,,0,42M,Free,0,Everyone,Business,"May 28, 2018",6.2.6,4.1 and up
FAMILY,4.2,130549,Varies with device,Free,0,Teen,Entertainment,"June 27, 2018",2.08.78.2,4.1 and up
NEWS_AND_MAGAZINES,4.6,66384,19M,Free,0,Teen,News & Magazines,"July 25, 2018",4.1.0.72,4.0 and up
LIFESTYLE,4.4,39364,28M,Free,0,Everyone,Lifestyle,"July 17, 2018",10.19,4.0.3 and up
HEALTH_AND_FITNESS,4.6,71266,49M,Free,0,Everyone,Health & Fitness,"March 30, 2018",2.3.2,4.0.3 and up
GAME,4.0,14563,74M,Free,0,Everyone 10+,Adventure,"December 22, 2017",0.6.49,4.1 and up
SPORTS,4.3,14123,13M,Free,0,Everyone,Sports,"August 1, 2018",4.0.0,4.0 and up
BUSINESS,,0,5.2M,Free,0,Teen,Business,"February 6, 2018",3.5.4,4.1 and up
MEDICAL,2.8,66,1.2M,Free,0,Everyone,Medical,"October 25, 2016",1.0,4.0.3 and up
MEDICAL,4.3,267,2.3M,Free,0,Everyone,Medical,"July 8, 2018",2.18,4.0 and up
WEATHER,4.2,67854,Varies with device,Free,0,Everyone,Weather,"August 2, 2018",Varies with device,Varies with device
LIFESTYLE,4.4,3829,23M,Free,0,Everyone,Lifestyle,"June 1, 2018",3.9.3,4.1 and up
GAME,3.5,2071,36M,Free,0,Everyone,Racing,"June 29, 2018",1.0.3,4.1 and up
PHOTOGRAPHY,,0,3.7M,Free,0,Everyone,Photography,"September 13, 2017",closed,4.0 and up
SOCIAL,4.2,1259894,76M,Free,0,Mature 17+,Social,"August 3, 2018",Varies with device,4.1 and up
PRODUCTIVITY,4.4,162831,43M,Free,0,Everyone,Productivity,"August 1, 2018",8.1.01,4.1 and up
SOCIAL,4.8,725,3.7M,Free,0,Teen,Social,"October 12, 2016",7.5.3,2.2 and up
TOOLS,4.2,268,2.4M,Free,0,Everyone,Tools,"February 21, 2018",3.0.0,4.1 and up
FAMILY,3.8,16,9.9M,Free,0,Everyone,Entertainment,"July 25, 2018",1.2.9,4.1 and up
FINANCE,4.2,883,6.5M,Free,0,Everyone,Finance,"May 5, 2018",3.1.9,4.0 and up
DATING,,3,16M,Free,0,Mature 17+,Dating,"July 15, 2018",4.20,4.0.3 and up
LIBRARIES_AND_DEMO,4.0,50,430k,Free,0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
PERSONALIZATION,4.6,2390099,Varies with device,Free,0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device
BUSINESS,3.8,1777,948k,Free,0,Everyone,Business,"May 18, 2014",1.0,2.2 and up
FAMILY,4.1,59768,Varies with device,Free,0,Everyone,Racing;Action & Adventure,"August 7, 2018",3.53,4.2 and up
PRODUCTIVITY,4.6,12,15M,Free,0,Everyone,Productivity,"February 24, 2017",1.2,4.0.3 and up
PERSONALIZATION,,3,13M,Free,0,Everyone,Personalization,"June 5, 2018",1.0.0,4.4 and up
FAMILY,4.1,21,26M,Free,0,Everyone,Simulation,"May 15, 2017",1,4.1 and up
GAME,4.2,1343866,56M,Free,0,Teen,Action,"August 1, 2018",1.180271.184729,4.0 and up
VIDEO_PLAYERS,4.3,2976,Varies with device,Paid,$1.99,Everyone,Video Players & Editors,"June 15, 2018",1.5.14,4.1 and up
TRAVEL_AND_LOCAL,4.5,481546,29M,Free,0,Everyone,Travel & Local,"August 6, 2018",5.48,4.4 and up
PRODUCTIVITY,4.0,4,8.2M,Free,0,Everyone,Productivity,"July 11, 2018",3.5.3,4.0.3 and up
SPORTS,,6,30M,Free,0,Everyone,Sports,"May 25, 2018",2.2.1,4.4 and up
FAMILY,5.0,3,29M,Free,0,Everyone,Education,"July 4, 2018",5.0.16,4.0 and up
FAMILY,,1,3.4M,Free,0,Everyone,Entertainment,"April 7, 2018",8.1,4.0.3 and up
MEDICAL,,6,23M,Free,0,Everyone,Medical,"July 20, 2018",1.3.5,5.0 and up
TOOLS,1.9,12,2.0M,Free,0,Everyone,Tools,"October 20, 2017",1.8.6,4.3 and up
MAPS_AND_NAVIGATION,,30,4.2M,Free,0,Everyone,Maps & Navigation,"April 2, 2015",1.0.10,4.0 and up
TRAVEL_AND_LOCAL,3.1,5572,21M,Free,0,Everyone,Travel & Local,"July 12, 2018",5.16.1,4.4 and up
SPORTS,,1,26M,Free,0,Everyone,Sports,"February 19, 2018",1.0,4.1 and up
HEALTH_AND_FITNESS,4.5,40296,Varies with device,Free,0,Everyone,Health & Fitness,"June 15, 2018",Varies with device,Varies with device
GAME,4.1,395,54M,Free,0,Teen,Action,"November 24, 2017",1.4,2.3 and up
FAMILY,4.1,159619,23M,Free,0,Everyone,Video Players & Editors;Creativity,"July 17, 2018",6.14.091,4.3 and up
GAME,4.3,10493,50M,Free,0,Mature 17+,Action,"August 1, 2018",1.0.8,2.3 and up
FAMILY,4.3,6,1.5M,Paid,$399.99,Everyone,Entertainment,"July 16, 2018",1.0,7.0 and up
TOOLS,4.0,8,2.2M,Free,0,Everyone,Tools,"August 7, 2018",1.0.1,5.0 and up
GAME,3.9,178723,65M,Free,0,Everyone,Racing,"December 25, 2016",4.1,2.3.3 and up
MEDICAL,4.4,7,8.9M,Free,0,Everyone,Medical,"January 20, 2018",2.0,4.0 and up
VIDEO_PLAYERS,4.2,1008,1.7M,Free,0,Everyone,Video Players & Editors,"June 26, 2015",1.0.9,4.0 and up
FAMILY,4.3,19,2.5M,Free,0,Teen,Entertainment,"June 17, 2015",4.5,3.0 and up
TOOLS,4.1,108169,Varies with device,Free,0,Everyone,Tools,"June 25, 2018",Varies with device,Varies with device
PARENTING,3.8,824,53M,Free,0,Everyone,Parenting,"August 2, 2018",8.9,4.0.3 and up
GAME,4.5,3198176,82M,Free,0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up
FINANCE,1.2,44,27M,Free,0,Everyone,Finance,"April 9, 2018",3.24.0,6.0 and up
PERSONALIZATION,5.0,13,500k,Paid,$1.49,Everyone,Personalization,"April 4, 2017",1.2,2.3 and up
VIDEO_PLAYERS,4.1,253207,13M,Free,0,Everyone,Video Players & Editors,"August 2, 2018",2.0.7,4.4 and up
LIFESTYLE,,1,2.0M,Free,0,Everyone,Lifestyle,"May 6, 2018",1.2.36,4.0.3 and up
MEDICAL,4.0,36,36M,Free,0,Everyone,Medical,"January 20, 2018",2.0,4.0 and up
COMMUNICATION,4.3,11335255,Varies with device,Free,0,Everyone,Communication,"July 18, 2018",Varies with device,Varies with device
SPORTS,3.1,500,39M,Free,0,Everyone,Sports,"February 16, 2018",10.012,4.1 and up
SOCIAL,4.5,412888,35M,Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up
COMMUNICATION,4.5,305218,Varies with device,Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
MEDICAL,4.1,1533,42M,Paid,$11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up
FAMILY,,20,3.2M,Free,0,Everyone,Education,"December 12, 2017",2.1,4.0 and up
GAME,4.5,18125,15M,Paid,$4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up
TOOLS,4.4,885187,22M,Free,0,Everyone,Tools,"July 19, 2018",4.7.0,4.1 and up
GAME,4.4,7,34M,Free,0,Everyone,Adventure,"October 7, 2016",1.1,2.3 and up
FAMILY,3.9,1619,7.0M,Free,0,Everyone,Entertainment,"October 7, 2017",1.2.1,4.0 and up
HEALTH_AND_FITNESS,,0,8.5M,Free,0,Everyone,Health & Fitness,"July 12, 2018",3.1.2,4.1 and up
DATING,4.1,537,28M,Free,0,Mature 17+,Dating,"March 29, 2018",2.0.0,4.1 and up
LIFESTYLE,4.5,22,23M,Free,0,Everyone,Lifestyle,"July 19, 2016",2.0,4.0.3 and up
TOOLS,4.3,87,7.3M,Free,0,Everyone,Tools,"November 9, 2015",1.0.612933,5.0 and up
PRODUCTIVITY,4.3,1498393,14M,Free,0,Everyone,Productivity,"August 2, 2018",4.3.2.0,4.2 and up
SPORTS,4.6,216,40M,Free,0,Everyone,Sports,"August 2, 2018",23.17,4.1 and up
PERSONALIZATION,4.5,901110,Varies with device,Free,0,Everyone 10+,Personalization,"July 10, 2018",Varies with device,Varies with device
HEALTH_AND_FITNESS,4.1,3405,51M,Free,0,Everyone,Health & Fitness,"July 25, 2018",4.5.1.123,4.4 and up
SOCIAL,4.3,231325,5.4M,Free,0,Everyone,Social,"August 2, 2018",4.81,4.0 and up
FINANCE,4.4,218,Varies with device,Free,0,Everyone,Finance,"June 8, 2017",Varies with device,Varies with device
COMMUNICATION,,0,2.9M,Free,0,Everyone,Communication,"January 31, 2018",1.0,4.0.3 and up
FAMILY,4.4,899748,80M,Free,0,Everyone,Casual,"August 3, 2018",2.11,4.1 and up
SPORTS,4.2,277904,Varies with device,Free,0,Mature 17+,Sports,"August 2, 2018",Varies with device,Varies with device
FINANCE,4.6,13819,3.9M,Free,0,Everyone,Finance,"July 4, 2018",3.3,4.0 and up
SPORTS,4.5,177,1.1M,Free,0,Everyone,Sports,"September 17, 2015",1.0,2.2 and up
FAMILY,4.4,854,6.9M,Paid,$4.99,Everyone,Casual;Pretend Play,"December 1, 2015",Varies with device,4.0.3 and up
MAPS_AND_NAVIGATION,4.6,2681,6.3M,Free,0,Everyone,Maps & Navigation,"September 25, 2017",1.2.0,4.0.3 and up
PHOTOGRAPHY,4.8,130,4.4M,Paid,$9.99,Everyone,Photography,"June 27, 2018",3.1.1,4.1 and up
LIFESTYLE,4.3,87,3.9M,Free,0,Everyone,Lifestyle,"March 16, 2018",1.2,4.1 and up
FAMILY,4.6,14,7.2M,Free,0,Everyone,Simulation,"August 6, 2018",1.5,4.0.3 and up
PHOTOGRAPHY,4.0,15098,10.0M,Free,0,Everyone,Photography,"March 3, 2017",1.43,2.3 and up
FAMILY,4.3,82471,Varies with device,Free,0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up
PHOTOGRAPHY,4.1,21578,1.6M,Free,0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up
LIBRARIES_AND_DEMO,,363,2.5M,Free,0,Everyone,Libraries & Demo,"January 2, 2017",1.2,2.3 and up
COMMUNICATION,4.1,1760,Varies with device,Free,0,Everyone,Communication,"July 23, 2016",Varies with device,Varies with device
TOOLS,4.2,472904,Varies with device,Free,0,Everyone,Tools,"December 14, 2017",Varies with device,Varies with device
PRODUCTIVITY,4.7,19302,7.2M,Free,0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up
COMMUNICATION,,0,3.2M,Free,0,Teen,Communication,"April 23, 2018",1.7,4.1 and up
BOOKS_AND_REFERENCE,4.3,22401,4.6M,Free,0,Everyone,Books & Reference,"May 7, 2018",6.1.2,5.0 and up
BOOKS_AND_REFERENCE,4.7,2440695,Varies with device,Free,0,Teen,Books & Reference,"August 2, 2018",Varies with device,Varies with device
HOUSE_AND_HOME,4.0,515,5.8M,Free,0,Everyone,House & Home,"May 30, 2015",1.5,3.0 and up
LIFESTYLE,3.7,492,Varies with device,Free,0,Everyone 10+,Lifestyle,"June 11, 2018",3.0.7,4.1 and up
MAPS_AND_NAVIGATION,4.2,23279,8.5M,Free,0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up
HEALTH_AND_FITNESS,,1,4.9M,Free,0,Everyone,Health & Fitness,"February 21, 2018",1.2,4.0 and up
FAMILY,4.3,2871,18M,Free,0,Everyone,Education,"May 8, 2015",1.6,2.3.3 and up
GAME,4.5,1468638,Varies with device,Free,0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device
BUSINESS,4.0,1279184,Varies with device,Free,0,Everyone,Business,"August 2, 2018",Varies with device,Varies with device
HEALTH_AND_FITNESS,2.6,13,3.3M,Free,0,Everyone,Health & Fitness,"October 13, 2015",1.1.4,4.0 and up
FAMILY,4.4,36,24M,Free,0,Everyone,Simulation,"June 14, 2018",1.0,4.0 and up
TOOLS,4.4,319,1.1M,Paid,$2.99,Everyone,Tools,"July 3, 2018",2.0.1,4.4 and up
BUSINESS,4.2,46505,19M,Free,0,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up
FAMILY,4.1,5997,20M,Free,0,Everyone,Simulation,"January 26, 2018",1.1,4.1 and up
PERSONALIZATION,5.0,1,60M,Paid,$0.99,Everyone,Personalization,"June 16, 2018",1.0,4.1 and up
VIDEO_PLAYERS,4.3,1215,23M,Free,0,Everyone 10+,Video Players & Editors,"July 20, 2018",1.5.4,4.1 and up
GAME,4.6,2750410,Varies with device,Free,0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up
DATING,4.1,11633,23M,Free,0,Mature 17+,Dating,"July 24, 2018",2.5.1,4.1 and up
EDUCATION,4.1,9348,Varies with device,Free,0,Everyone,Education,"June 1, 2016",Varies with device,Varies with device
PHOTOGRAPHY,4.5,12572,8.5M,Free,0,Everyone,Photography,"March 14, 2018",1.31,4.0 and up
MEDICAL,4.3,56,11M,Free,0,Everyone,Medical,"July 31, 2018",3.0.8,4.3 and up
FAMILY,5.0,5,64M,Free,0,Everyone,Entertainment,"January 19, 2018",1.1,4.4 and up
SPORTS,4.2,28,7.3M,Free,0,Everyone,Sports,"June 17, 2018",1.52,4.0.3 and up
COMMUNICATION,,0,12M,Free,0,Everyone,Communication,"August 18, 2017",1.0,4.1 and up
FINANCE,4.8,4,5.1M,Free,0,Everyone,Finance,"May 23, 2018",1.0.17.0423,5.0 and up
PERSONALIZATION,4.1,157495,6.4M,Free,0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up
GAME,4.3,2233,36M,Free,0,Everyone,Racing,"February 28, 2018",1.1,2.3 and up
GAME,4.6,2698882,78M,Free,0,Everyone,Action,"July 31, 2018",2.8.2.59,4.1 and up
NEWS_AND_MAGAZINES,4.0,18976,35M,Free,0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up
FAMILY,4.6,263454,74M,Free,0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up
TOOLS,3.9,319,25k,Paid,$2.99,Everyone,Tools,"April 28, 2017",1.00,7.0 and up
PERSONALIZATION,,19,11M,Free,0,Everyone,Personalization,"June 27, 2016",1.0,2.3.3 and up
FINANCE,3.8,57,4.0M,Free,0,Everyone,Finance,"December 15, 2017",4.1,2.3 and up
FAMILY,,7,28M,Paid,$0.99,Everyone,Casual,"May 21, 2018",1.01,4.1 and up
TRAVEL_AND_LOCAL,4.3,9235373,Varies with device,Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device
FINANCE,3.8,109,2.8M,Free,0,Everyone,Finance,"July 20, 2017",1.1,2.3 and up
PERSONALIZATION,4.5,102923,18M,Free,0,Everyone,Personalization,"July 10, 2018",2.1.2,5.0 and up
FAMILY,4.5,6750,43M,Free,0,Everyone,Casual,"June 13, 2018",2.0.3,4.3 and up
SPORTS,4.6,666246,25M,Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up
SOCIAL,4.7,38,4.1M,Free,0,Everyone,Social,"August 4, 2018",1.0.4,4.2 and up
PERSONALIZATION,3.6,128,11M,Free,0,Everyone,Personalization,"September 27, 2017",4.0,4.0 and up
SHOPPING,4.5,928,8.6M,Free,0,Everyone,Shopping,"August 2, 2018",1.7.0,4.4 and up
TOOLS,4.3,1602,5.0M,Free,0,Everyone,Tools,"August 3, 2018",1.1.7,7.0 and up
BUSINESS,4.2,46505,19M,Free,0,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up
PRODUCTIVITY,4.3,3016305,Varies with device,Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device
FAMILY,5.0,90,Varies with device,Free,0,Everyone,Education,"August 11, 2017",1.5.0,4.4 and up
WEATHER,4.2,24349,9.2M,Free,0,Everyone,Weather,"May 14, 2018",1.8.4.5,4.1 and up
TOOLS,2.9,164,144k,Paid,$4.99,Everyone,Tools,"March 14, 2015",1.3,1.6 and up
EDUCATION,4.4,1619,3.0M,Free,0,Everyone,Education,"July 20, 2018",1.2,1.6 and up
FAMILY,3.5,268,9.8M,Free,0,Everyone,Education,"January 25, 2016",1.3.0,4.0 and up
NEWS_AND_MAGAZINES,4.5,67,12M,Free,0,Everyone,News & Magazines,"June 26, 2018",1.8,4.1 and up
TOOLS,,1,20M,Free,0,Everyone,Tools,"January 3, 2018",1.1.2,4.1 and up
PRODUCTIVITY,3.2,12,2.2M,Free,0,Everyone,Productivity,"March 26, 2015",1.0.0.0,2.3.3 and up
TRAVEL_AND_LOCAL,,7,18M,Free,0,Teen,Travel & Local,"September 5, 2017",5.63.0,4.0.3 and up
HEALTH_AND_FITNESS,4.6,1873516,Varies with device,Free,0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device
GAME,4.3,1300619,78M,Free,0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up
BUSINESS,4.4,42492,Varies with device,Free,0,Everyone,Business,"July 11, 2018",Varies with device,Varies with device
MEDICAL,4.0,2094,23M,Free,0,Everyone,Medical,"July 26, 2018",3.19,4.3 and up
SPORTS,4.6,10,6.1M,Paid,$3.88,Everyone,Sports,"April 10, 2013",1.0,2.3.3 and up
HOUSE_AND_HOME,4.3,10054,9.1M,Free,0,Everyone,House & Home,"July 12, 2018",6.7.12.2018,4.0.3 and up
ART_AND_DESIGN,4.6,1070,26M,Free,0,Everyone,Art & Design,"November 14, 2017",1.6,4.1 and up
COMMUNICATION,4.3,1133501,4.7M,Free,0,Everyone,Communication,"April 1, 2016",6.4.0.4,4.0 and up
MAPS_AND_NAVIGATION,3.1,742,15M,Free,0,Everyone,Maps & Navigation,"July 9, 2018",5.7,4.1 and up
MAPS_AND_NAVIGATION,4.4,1421884,33M,Free,0,Everyone,Maps & Navigation,"July 26, 2018",17.4.11,4.0.3 and up
PRODUCTIVITY,4.6,27,2.5M,Free,0,Everyone,Productivity,"June 5, 2017",1.2.3,4.0 and up
PRODUCTIVITY,,2,34M,Free,0,Everyone,Productivity,"December 4, 2017",1.2,4.0.3 and up
FINANCE,4.0,142,6.2M,Free,0,Everyone,Finance,"July 13, 2018",5.3,4.0.3 and up
FAMILY,,0,26M,Free,0,Everyone,Education,"June 26, 2018",3.0.10,4.0.3 and up
BUSINESS,,6,11M,Free,0,Everyone,Business,"February 9, 2017",1.0,4.1 and up
GAME,2.3,278,2.4M,Free,0,Teen,Trivia,"February 11, 2017",1.0,2.3 and up
FAMILY,4.4,160,8.5M,Free,0,Everyone,Entertainment,"March 11, 2017",5.1,4.1 and up
LIFESTYLE,4.1,2954,Varies with device,Free,0,Mature 17+,Lifestyle,"July 17, 2018",Varies with device,Varies with device
NEWS_AND_MAGAZINES,4.5,76616,4.6M,Free,0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up
TOOLS,2.8,44,41M,Free,0,Everyone,Tools,"June 20, 2018",3.8,2.3 and up
PERSONALIZATION,4.0,30498,5.9M,Free,0,Everyone,Personalization,"March 11, 2015",2.60,3.2 and up
FAMILY,4.3,107765,78M,Free,0,Everyone 10+,Strategy,"May 25, 2018",3.1.9,4.1 and up
COMMUNICATION,3.9,40751,35M,Free,0,Teen,Communication,"November 4, 2016",2.2.7600,4.0.3 and up
FAMILY,4.4,382,44M,Free,0,Everyone,Education;Creativity,"August 1, 2018",1.1.0,2.3 and up
BUSINESS,3.7,195,4.0M,Free,0,Everyone,Business,"November 21, 2016",1.0.1,4.0 and up
PHOTOGRAPHY,3.0,2,9.3M,Free,0,Everyone,Photography,"September 19, 2017",1.0.0,2.2 and up
MEDICAL,4.5,1388,3.3M,Free,0,Everyone,Medical,"July 3, 2018",2.1.11,4.1 and up
TOOLS,3.1,45838,16M,Free,0,Everyone,Tools,"July 25, 2018",7.6.1,4.1 and up
FAMILY,3.9,974,14M,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up
SHOPPING,4.5,37253,31M,Free,0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up
EDUCATION,3.5,1405,7.3M,Free,0,Everyone,Education,"March 29, 2018",2.4.4,4.0 and up
BUSINESS,4.6,822,3.1M,Free,0,Everyone,Business,"June 8, 2018",1.5,4.0.3 and up
MEDICAL,4.0,8,Varies with device,Paid,$3.99,Everyone,Medical,"January 19, 2018",Varies with device,Varies with device
GAME,3.4,5,21M,Free,0,Everyone,Arcade,"August 25, 2015",1.0,2.3 and up
MEDICAL,5.0,2,11M,Free,0,Everyone,Medical,"May 23, 2018",1.1.0,4.1 and up
NEWS_AND_MAGAZINES,4.7,327,31M,Free,0,Everyone,News & Magazines,"June 26, 2018",4.0.9,4.1 and up
MEDICAL,3.8,24,4.4M,Free,0,Everyone,Medical,"September 26, 2017",5.51,3.0 and up
TRAVEL_AND_LOCAL,2.6,122,11M,Free,0,Everyone,Travel & Local,"June 8, 2018",31.11.9.156,4.1 and up
ENTERTAINMENT,4.0,22997,Varies with device,Free,0,Teen,Entertainment,"June 27, 2018",8.0626,Varies with device
SHOPPING,4.5,973270,20M,Free,0,Teen,Shopping,"August 6, 2018",2.4.9,4.1 and up
FAMILY,3.9,1909,84M,Free,0,Teen,Educational,"June 13, 2018",2.1,4.0.3 and up
GAME,3.8,8175,31M,Free,0,Everyone 10+,Arcade,"January 3, 2018",2.11.7,4.1 and up
BUSINESS,3.8,1383,51M,Free,0,Everyone,Business,"July 12, 2018",3.24.1,5.0 and up
FOOD_AND_DRINK,3.7,70,26M,Free,0,Everyone,Food & Drink,"July 23, 2018",1.4,5.0 and up
COMMUNICATION,4.3,298,Varies with device,Free,0,Teen,Communication,"November 28, 2017",Varies with device,4.1 and up
FAMILY,3.9,1985,3.5M,Free,0,Everyone,Puzzle,"December 30, 2017",1.05,4.1 and up
BUSINESS,3.9,45964,16M,Free,0,Everyone,Business,"July 18, 2018",5.1.5,4.1 and up
SHOPPING,,1,6.2M,Free,0,Everyone,Shopping,"January 15, 2018",1.1.0,4.0.3 and up
GAME,4.6,214878,10M,Free,0,Everyone,Board,"August 3, 2018",2.0.4,4.1 and up
COMMUNICATION,4.3,12842860,Varies with device,Free,0,Everyone,Communication,"August 2, 2018",Varies with device,4.0.3 and up
WEATHER,4.4,2371543,11M,Free,0,Everyone,Weather,"June 4, 2018",5.9.4.0,4.0.3 and up
FAMILY,4.0,328619,15M,Free,0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up
PRODUCTIVITY,4.5,176873,4.5M,Free,0,Everyone,Productivity,"October 30, 2017",17.7.20,4.1 and up
TOOLS,4.3,618918,Varies with device,Free,0,Everyone,Tools,"July 28, 2018",Varies with device,Varies with device
GAME,4.7,1125438,25M,Free,0,Everyone,Puzzle,"July 17, 2018",3.9.2,4.3 and up
BOOKS_AND_REFERENCE,4.5,155446,Varies with device,Free,0,Teen,Books & Reference,"April 25, 2018",Varies with device,Varies with device
PRODUCTIVITY,4.7,17955,3.8M,Free,0,Everyone,Productivity,"May 23, 2018",1.7.9,4.0.3 and up
